Class,Project,Lines,String_Char_Count,Number_Types_Count
"PackagingUtil","portal","63","12","0"
"FileUtil","portal","372","73","19"
"PrettyDateFormat","portal","123","36","0"
"ObjectValuePairComparator","portal","65","0","0"
"Constants","portal","140","59","0"
"URLStringEncoder","portal","29","6","0"
"Randomizer_IW","portal","32","0","0"
"MathUtil","portal","143","0","6"
"ReferenceEntry","portal","59","5","0"
"MethodKey","portal","161","34","4"
"SystemProperties","portal","155","20","0"
"DateUtil_IW","portal","113","13","0"
"TreeNodeView","portal","109","19","0"
"ResourceBundleUtil","portal","71","11","0"
"ClassLoaderProxy","portal","264","6","0"
"Converter","portal","23","0","0"
"MethodParameter","portal","178","23","2"
"HashCodeFactoryUtil","portal","48","0","0"
"DigesterUtil","portal","137","38","21"
"KMPSearch","portal","238","15","9"
"BinarySearch","portal","162","0","0"
"DocumentConversionUtil","portal","62","11","0"
"HashUtil","portal","37","0","0"
"DiffHtml","portal","25","1","0"
"PortletClassInvoker","portal","79","4","0"
"TempFileNameException","portal","39","2","0"
"PropertiesParamUtil","portal","454","104","48"
"BigDecimalUtil","portal","85","11","21"
"MapBackedSet","portal","141","3","0"
"CallbackMatcher","portal","67","10","0"
"MethodTargetClassKey","portal","133","16","0"
"KeyValuePair","portal","84","8","0"
"Localization","portal","432","100","0"
"ProgressStatusConstants","portal","29","0","0"
"PrimitiveLongList","portal","86","0","0"
"JavaConstants","portal","92","25","0"
"ReflectionUtil","portal","128","2","4"
"ObjectValuePair","portal","81","0","0"
"JavaProps","portal","21","0","0"
"InstancePool","portal","128","10","0"
"ClearTimerThreadUtil","portal","91","1","0"
"StackTraceUtil","portal","51","9","0"
"IntegerWrapper","portal","66","0","10"
"HeapUtil","portal","82","8","1"
"SessionParamUtil","portal","371","56","32"
"Digester","portal","83","44","13"
"MimeTypesUtil","portal","95","10","0"
"BreadcrumbsUtil","portal","28","6","0"
"CharBufferPool","portal","220","46","0"
"Diff","portal","43","9","0"
"Http","portal","584","229","9"
"CentralizedThreadLocal","portal","332","1","8"
"HtmlUtil","portal","116","39","0"
"MapUtil","portal","253","86","16"
"OrderedProperties","portal","56","4","0"
"Validator","portal","1316","141","80"
"ThreadUtil","portal","168","28","1"
"Randomizer","portal","140","6","5"
"StreamUtil","portal","235","0","8"
"TranslatedList","portal","125","0","0"
"LongWrapper","portal","66","0","0"
"Props","portal","39","10","0"
"RandomAccessInputStream","portal","174","0","13"
"MethodInvoker","portal","260","10","4"
"FastDateFormatFactoryUtil","portal","118","4","0"
"FastDateFormatFactory","portal","60","4","0"
"HttpUtil","portal","304","135","5"
"LocaleThreadLocal","portal","46","0","0"
"Database","portal","37","3","0"
"ProgressTrackerThreadLocal","portal","33","0","0"
"Validator_IW","portal","257","42","24"
"ContentTypes","portal","99","42","0"
"HashCodeFactory","portal","26","0","0"
"DateFormats","portal","52","0","0"
"ArrayWrapper","portal","34","0","0"
"ResourceBundleThreadLocal","portal","33","0","0"
"DiffUtil","portal","93","5","0"
"FastDateFormatConstants","portal","29","0","0"
"MultiValueMapFactory","portal","29","1","0"
"InheritableMap","portal","122","14","0"
"DiffResult","portal","110","14","0"
"Tuple","portal","74","0","0"
"PropsKeys","portal","2457","1223","0"
"PortalInitable","portal","24","0","0"
"WebKeys","portal","161","67","0"
"DefaultThreadLocalBinder","portal","155","8","0"
"DiffHtmlUtil","portal","49","2","0"
"URLCodec","portal","350","114","14"
"PropsUtil","portal","70","10","0"
"ThreadLocalBinder","portal","27","0","0"
"PortalLifecycle","portal","31","0","0"
"LocalizationUtil","portal","286","97","0"
"MethodParametersResolverUtil","portal","46","0","0"
"PrefsParamUtil","portal","225","46","24"
"DateUtil","portal","263","22","0"
"FriendlyURLNormalizer","portal","25","5","0"
"SerializableUtil","portal","96","0","7"
"LRUMap","portal","42","0","0"
"PortalClassLoaderUtil","portal","57","1","0"
"ClassLoaderObjectInputStream","portal","43","0","0"
"UnicodeProperties","portal","265","67","0"
"CSVUtil","portal","55","10","0"
"ServiceLoader","portal","109","3","0"
"ProxyUtil","portal","236","3","0"
"PropertiesUtil","portal","334","93","4"
"CalendarUtil","portal","477","25","0"
"ParamUtil_IW","portal","773","166","72"
"FriendlyURLNormalizerUtil","portal","49","5","0"
"OrderByComparator","portal","102","15","0"
"Accessor","portal","23","0","0"
"ThemeHelper","portal","194","35","0"
"TextFormatter","portal","425","104","6"
"OrderByComparatorFactory","portal","23","1","0"
"AggregateClassLoader","portal","346","12","0"
"CharPool","portal","217","98","0"
"GetterUtil","portal","1075","115","73"
"Html","portal","62","39","0"
"SocketUtil","portal","119","1","0"
"GetterUtil_IW","portal","402","60","48"
"DeterminateKeyGenerator","portal","104","15","7"
"ListWrapper","portal","124","0","0"
"MultiValueMap","portal","92","0","0"
"OSDetector","portal","144","8","0"
"UnicodeFormatter_IW","portal","64","27","15"
"MethodParametersResolver","portal","25","0","0"
"ReleaseInfo","portal","163","19","1"
"LocaleUtil","portal","391","75","0"
"TempFileUtil","portal","212","51","2"
"HtmlEscapableObject","portal","35","2","0"
"ClearThreadLocalUtil","portal","172","0","0"
"ArrayUtil_IW","portal","487","80","46"
"InstanceFactory","portal","86","6","0"
"UniqueList","portal","113","5","0"
"EscapableObject","portal","63","8","0"
"PreloadClassLoader","portal","45","4","0"
"KeyValuePairComparator","portal","64","4","0"
"IPDetector","portal","82","0","0"
"MethodHandler","portal","101","8","0"
"MethodComparator","portal","67","4","0"
"MethodWrapper","portal","109","20","0"
"CalendarFactoryUtil","portal","75","0","0"
"TimeZoneUtil","portal","85","7","0"
"StringParserFragment","portal","96","16","0"
"StringPool","portal","190","85","0"
"PrimitiveIntSet","portal","62","0","4"
"DatabaseUtil","portal","88","6","0"
"ProgressTracker","portal","121","12","3"
"Base64","portal","251","48","12"
"AutoResetThreadLocal","portal","29","2","0"
"SystemEnv","portal","33","4","0"
"PrefsProps","portal","202","104","22"
"File","portal","183","73","14"
"SortedProperties","portal","113","17","0"
"MultiValueMapFactoryUtil","portal","48","1","0"
"ServerDetector","portal","361","19","0"
"MBeanRegistry","portal","125","6","0"
"MBean","kernel","143","19","0"
"Domain","kernel","84","4","0"
"RegistryAwareMBeanServer","portal","378","21","4"
"DiscardOldestPolicy","portal","43","0","0"
"ReadWriteLockKey","portal","69","0","0"
"ConcurrentLFUCache","portal","242","6","0"
"ClearThreadLocalThreadPoolHandler","portal","29","0","0"
"ConcurrentHashSet","portal","40","0","0"
"TaskQueue","portal","338","0","4"
"CoalescedPipe","portal","210","0","3"
"RejectedExecutionHandler","portal","32","0","0"
"ThreadPoolHandler","portal","31","0","0"
"CallerRunsPolicy","portal","56","0","0"
"LockRegistry","portal","164","28","0"
"CompeteLatch","portal","158","0","0"
"ReadWriteLockRegistry","portal","68","0","0"
"DiscardPolicy","portal","33","0","0"
"AbortPolicy","portal","37","0","0"
"BatchablePipe","portal","152","0","0"
"IncreasableEntry","portal","126","9","0"
"DiscardWithCancelPolicy","portal","58","0","0"
"ThreadPoolHandlerAdapter","portal","36","0","0"
"ThreadPoolExecutor","portal","710","0","1"
"PortalLoginModule","kernel","74","3","0"
"PortalGroup","kernel","83","1","0"
"PortalPrincipal","kernel","31","1","0"
"PortalRole","kernel","29","1","0"
"PortalServicePermission","security","43","1","0"
"PortalHookPermission","security","43","1","0"
"PortalMessageBusPermission","security","35","4","0"
"PortalRuntimePermission","security","113","9","0"
"PACLConstants","kernel","125","40","0"
"SetAttributeAction","kernel","52","2","0"
"DoOperationAction","kernel","54","4","0"
"LoadMBeanInfoAction","kernel","49","0","0"
"BaseJMXManageAction","kernel","44","0","0"
"GetAttributesAction","kernel","60","2","0"
"ListDomainsAction","kernel","29","2","0"
"ListMBeansAction","kernel","57","2","0"
"ManageActionException","portal","39","2","0"
"PortalManagerUtil","portal","114","0","0"
"ManageAction","portal","25","0","0"
"ClusterManageActionWrapper","portal","109","3","0"
"PortalManager","portal","24","0","0"
"CharsetDecoderUtil","kernel","60","25","8"
"CharsetEncoderUtil","kernel","60","31","0"
"JSONFactory","portal","78","26","0"
"JSONObject","portal","86","34","6"
"JSONSerializer","portal","35","5","0"
"JSONDeserializer","portal","31","2","0"
"JSONArray","portal","63","9","3"
"JSONFactoryUtil","portal","153","26","0"
"JSONSerializable","portal","23","2","0"
"JSON","portal","34","0","0"
"JSONTransformer","portal","23","0","0"
"JSONException","portal","39","2","0"
"JSONObjectWrapper","portal","31","0","0"
"ZipWriter","portal","42","7","3"
"ZipWriterFactoryUtil","portal","48","0","0"
"ZipWriterFactory","portal","27","0","0"
"ZipReaderFactoryUtil","portal","52","0","0"
"ZipReaderFactory","portal","29","0","0"
"ZipReader","portal","39","8","1"
"WebCacheItem","portal","27","1","0"
"WebCacheException","portal","39","2","0"
"WebCachePool","portal","27","2","0"
"WebCachePoolUtil","portal","49","2","0"
"SystemException","portal","46","2","0"
"PortalException","portal","47","2","0"
"NestableException","portal","37","2","0"
"DayAndPosition","portal","261","6","0"
"RecurrenceSerializer","portal","156","54","0"
"TZSRecurrence","portal","120","0","0"
"Recurrence","portal","1144","24","0"
"Duration","portal","402","8","0"
"InvokerAction","portal","50","0","0"
"ActionException","portal","39","2","0"
"InvokerSimpleAction","portal","51","1","0"
"Action","portal","52","0","0"
"SessionAction","portal","25","0","0"
"InvokerSessionAction","portal","53","0","0"
"SimpleAction","portal","23","1","0"
"Configuration","portal","45","12","0"
"ConfigurationFactoryUtil","portal","47","1","0"
"Filter","portal","68","33","0"
"ConfigurationFactory","portal","23","1","0"
"BaseDestination","portal","197","5","0"
"Async","kernel","29","0","0"
"MessageListenerException","portal","39","2","0"
"DestinationEventListener","portal","31","2","0"
"DefaultMessageBus","portal","235","12","0"
"Message","portal","240","37","7"
"BaseAsyncDestination","portal","290","6","1"
"MessageBusManagerMBean","kernel","24","0","0"
"DestinationStatisticsManagerMBean","kernel","44","1","0"
"DestinationManagerMBean","kernel","24","0","0"
"DestinationManager","kernel","49","2","0"
"MessageBusManager","kernel","49","1","0"
"DestinationStatisticsManager","kernel","125","4","0"
"JMXMessageListener","kernel","173","5","0"
"MessageBusUtil","portal","277","26","0"
"PluginMessagingConfigurator","kernel","43","0","0"
"AbstractMessagingConfigurator","kernel","252","14","0"
"DefaultMessagingConfigurator","kernel","42","0","0"
"MessagingConfigurator","kernel","47","2","0"
"MessageBus","portal","67","10","0"
"SynchronousMessageSender","kernel","30","2","0"
"SynchronousMessageListener","kernel","87","3","0"
"SingleDestinationSynchronousMessageSender","kernel","33","0","0"
"DefaultMessageSender","kernel","34","1","0"
"DefaultSynchronousMessageSender","kernel","125","4","0"
"MessageSender","kernel","25","1","0"
"SingleDestinationMessageSender","kernel","27","0","0"
"DefaultSingleDestinationSynchronousMessageSender","kernel","81","3","0"
"DefaultSingleDestinationMessageSender","kernel","60","3","0"
"DirectSynchronousMessageSender","kernel","99","2","0"
"BaseMessageListener","portal","36","0","0"
"Destination","portal","62","1","0"
"DestinationStatistics","portal","86","0","0"
"SynchronousDestination","portal","53","0","0"
"BaseMessageStatusMessageListener","portal","84","0","0"
"GlobalDestinationEventListener","portal","65","3","0"
"BridgingMessageListener","portal","47","0","0"
"BaseProxyBean","kernel","56","0","0"
"ExecutingClassLoaders","kernel","29","0","0"
"ProxyResponse","kernel","53","0","0"
"MultiClassLoaderProxyRequest","kernel","101","0","0"
"MessagingProxy","kernel","34","0","0"
"BaseMultiDestinationProxyBean","kernel","47","1","0"
"ProxyModeThreadLocal","kernel","35","0","0"
"ProxyMessageListener","kernel","102","1","0"
"ProxyMode","kernel","23","0","0"
"MessageValuesThreadLocal","kernel","63","9","0"
"ProxyRequest","kernel","86","0","0"
"InvokerMessageListener","portal","72","0","0"
"SerialDestination","portal","89","1","0"
"MessageRunnable","portal","31","0","0"
"MessageListener","portal","23","0","0"
"MessageStatus","portal","93","10","0"
"ParallelDestination","portal","87","2","0"
"DestinationNames","portal","159","51","0"
"MessageBusException","portal","39","2","0"
"BaseDestinationEventListener","portal","35","2","0"
"MessageBatch","portal","54","4","0"
"DummyMessageListener","portal","32","0","0"
"ResourceRetriever","portal","25","0","0"
"ByteArrayResourceRetriever","portal","35","0","3"
"ContextClassLoaderResourceRetriever","portal","37","1","0"
"StringResourceRetriever","portal","35","3","0"
"PhoneNumberFormatUtil","portal","51","5","0"
"PhoneNumberFormat","portal","28","5","0"
"PhoneNumberFormatWrapper","portal","51","5","0"
"PluginContextLifecycleThreadLocal","portal","48","0","0"
"LiferayFilterTracker","portal","70","4","0"
"ServletContextUtil","portal","237","38","0"
"DirectRequestDispatcherFactory","portal","31","2","0"
"ProtectedServletRequest","portal","92","7","0"
"WebContextListener","portal","31","0","0"
"PersistentHttpServletRequestWrapper","portal","39","0","0"
"DirectCallFilter","portal","20","0","0"
"PortalDelegatorServlet","portal","102","8","0"
"PortalIncludeUtil","portal","51","1","0"
"NonSerializableObjectRequestWrapper","portal","44","2","0"
"DirectServletRegistry","portal","29","2","0"
"BaseBodyTagSupport","kernel","111","15","0"
"OutputData","servlet","139","23","0"
"TagSupport","kernel","87","0","0"
"ScriptData","servlet","179","42","3"
"ValidatorTag","servlet","31","3","0"
"FileAvailabilityUtil","kernel","73","4","0"
"BreadcrumbEntry","servlet","51","9","0"
"DummyFilterChain","portal","29","0","0"
"DynamicServletConfig","portal","54","8","0"
"SecureServlet","portal","100","6","0"
"NonSerializableObjectHandler","portal","52","0","0"
"WrapHttpServletRequestFilter","portal","27","0","0"
"DynamicServletRequest","portal","230","70","0"
"ServletInputStreamAdapter","portal","77","0","6"
"SessionErrors","portal","430","55","0"
"ExtContextListener","portal","31","0","0"
"PortletSessionListenerManager","portal","97","0","0"
"SetPortletClassLoaderServlet","portal","23","0","0"
"PageContextWrapper","portal","236","19","0"
"PipingServletResponse","portal","126","0","0"
"CompoundSessionIdSplitterUtil","servlet","52","3","0"
"CompoundSessionIdHttpSession","servlet","38","2","0"
"CompoundSessionIdSplitter","servlet","27","3","0"
"CompoundSessionIdServletRequest","servlet","47","0","0"
"Dispatcher","servlet","23","0","0"
"InvokerFilterChain","servlet","219","0","0"
"InvokerFilterHelper","servlet","366","33","0"
"FilterMapping","servlet","247","25","0"
"InvokerFilter","servlet","238","15","1"
"InvokerFilterConfig","servlet","71","13","0"
"PortletServlet","portal","122","10","0"
"PortletContextListener","portal","32","0","0"
"PortalDelegateServlet","portal","71","2","0"
"NoRedirectServletResponse","portal","43","3","0"
"PortalClassLoaderServlet","portal","130","1","0"
"SecurePluginContextListener","portal","367","5","0"
"PortletServletObjectsFactory","portal","78","3","0"
"BaseFilter","portal","206","12","0"
"ServletRequestUtil","portal","47","0","0"
"HttpSessionWrapper","portal","119","9","0"
"TempAttributesServletRequest","portal","88","9","0"
"LayoutTemplateContextListener","portal","32","0","0"
"PipingJspWriter","portal","218","36","2"
"ServletResponseConstants","portal","29","0","0"
"ServletObjectsFactory","portal","37","0","0"
"PipingPageContext","portal","39","0","0"
"LiferayFilter","portal","32","0","0"
"TrackedServletRequest","portal","54","4","0"
"DirectRequestDispatcherFactoryUtil","portal","61","2","0"
"JspFactorySwapper","portal","47","0","0"
"ServletContextProvider","portal","42","1","0"
"PluginContextListener","portal","175","4","0"
"BufferCacheServletResponse","portal","412","92","39"
"GenericServletWrapper","portal","44","0","0"
"TryFinallyFilter","portal","29","0","0"
"MetaInfoCacheServletResponse","portal","616","70","0"
"UncommittedServletResponse","portal","35","0","0"
"PortletSessionListenerLoader","portal","50","0","0"
"TryFilter","portal","28","0","0"
"ServletResponseUtil","portal","694","66","47"
"ThemeLoaderContextListener","portal","31","0","0"
"SerializableSessionAttributeListener","portal","100","1","0"
"ServletOutputStreamAdapter","portal","63","0","7"
"HookContextListener","portal","31","0","0"
"ThemeContextListener","portal","32","0","0"
"JspFactoryWrapper","portal","107","4","1"
"SessionMessages","portal","455","64","0"
"PortalSessionContext","portal","81","8","0"
"URLEncoder","portal","25","2","0"
"ServletVersionDetector","portal","43","0","0"
"HttpHeaders","portal","111","39","1"
"PortletSessionTracker","portal","126","5","0"
"BrowserSnifferUtil","portal","138","3","0"
"Header","portal","234","13","2"
"BrowserSniffer","portal","79","6","0"
"PortalClassLoaderFilter","portal","148","3","0"
"ServletContextPool","portal","116","12","0"
"PortalSessionThreadLocal","portal","43","3","0"
